hip,ra_deg,dec_deg,mag,name,desig
54463,167.1475,-58.975,3.93,,x Car
54477,167.1833,-28.0807,5.43,,
54487,167.2045,24.6585,5.7,,67 Leo
54522,167.3295,36.3094,5.71,,CO UMa
54537,167.4104,43.2077,5.89,,
54539,167.4159,44.4985,3,,ψ UMa
54561,167.4725,-32.3675,5.79,,
54682,167.9145,-22.8258,4.46,Al Sharasif,β Crt
54746,168.1377,-49.101,5.37,,
54751,168.1501,-60.3176,4.59,,y Car
54767,168.1884,-64.1698,5.22,,
54811,168.3112,-44.3722,5.77,,
54829,168.3783,-59.6193,5.74,,
54840,168.4141,-53.2318,5.75,,
54849,168.4398,-0.0695,5.4,,p5 Leo
54863,168.5076,8.0607,5.79,,
54872,168.5271,20.5237,2.56,Zosma,δ Leo
54879,168.56,15.4296,3.33,Chertan,θ Leo
54951,168.801,23.0955,4.56,Zubrah,72 Leo
55016,168.9662,13.3076,5.31,,n Leo
55084,169.1654,-3.6516,4.45,,φ Leo
55086,169.1744,49.4763,5.88,,
55137,169.3225,2.0106,5.18,,75 Leo
55203,169.5468,31.5308,3.79,Alula Australis,ξ UMa
55219,169.6197,33.0943,3.49,Alula Borealis,ν UMa
55249,169.729,1.6504,5.9,,76 Leo
55266,169.7829,38.1856,4.76,,55 UMa
55280,169.8185,-64.5825,5.99,,
55282,169.8352,-14.7785,3.56,Labr,δ Crt
55425,170.2517,-54.491,3.9,,π Cen
55434,170.2841,6.0293,4.05,,σ Leo
55560,170.7066,43.4827,4.99,,56 UMa
55581,170.7839,-56.7794,5.82,,
55588,170.8028,-36.1648,5,,
55597,170.8392,-64.9547,5.09,,
55598,170.8412,-18.78,5.08,,λ Crt
55642,170.9811,10.5295,4,,ι Leo
55650,171.0097,1.4078,5.39,,79 Leo
55657,171.0464,-72.2566,5.55,,
55687,171.1525,-10.8593,4.81,,ε Crt
55705,171.2205,-17.684,4.06,,γ Crt
55716,171.2455,11.4303,5.8,,
55756,171.3727,-36.0631,5.21,,
55763,171.3879,-37.7476,5.87,,
55765,171.4016,16.4565,5.58,,81 Leo
55779,171.4298,-63.9725,5.18,,
55797,171.488,55.8505,5.73,,
55831,171.6476,-61.1152,5.22,,
55849,171.6969,-53.1599,5.8,,
55874,171.7897,-12.3567,5.93,,κ Crt
55945,171.9843,2.8563,4.95,,τ Leo
56000,172.1462,-42.6742,5.14,,
56034,172.2672,39.337,5.3,,57 UMa
56035,172.269,61.7784,5.83,,
56078,172.4109,-24.464,5.77,,
56080,172.4244,15.4133,5.74,,85 Leo
56127,172.5787,-3.0035,4.77,,e Leo
56146,172.621,18.4098,5.54,,86 Leo
56148,172.6297,43.1732,5.94,,58 UMa
56211,172.8509,69.3311,3.82,Giausar,λ Dra
56243,172.942,-59.4421,5.07,,ο1 Cen
56250,172.9533,-59.5156,5.12,,ο2 Cen
56280,173.0683,-29.261,4.93,,17 Crt
56287,173.0833,-66.9618,5.89,,
56290,173.0864,61.0825,5.46,,
56318,173.1981,-7.8275,5.94,,
56319,173.2003,-40.4362,5.64,,
56332,173.2255,-31.0872,5.13,,
56343,173.2505,-31.8576,3.54,,ξ Hya
56391,173.405,-40.5866,5.39,,
56445,173.5915,3.0602,5.76,,89 Leo
56452,173.6229,-32.8313,5.96,,
56473,173.677,16.7969,5.95,,90 Leo
56480,173.6902,-54.2641,4.62,,A Cen
56497,173.7369,-49.1365,5.5,,
56510,173.7704,54.7854,5.63,,
56518,173.8053,-47.3726,5.64,,C1 Cen
56561,173.9454,-63.0198,3.11,,λ Cen
56573,173.9816,-47.6416,5.26,,C2 Cen
56583,174.0117,69.323,5.19,,2 Dra
56601,174.0748,27.7814,5.8,,
56606,174.0932,-61.0524,5.84,,
56620,174.1456,-33.5701,5.71,,
56633,174.1705,-9.8022,4.7,,θ Crt
56647,174.2372,-0.8237,4.3,,υ Leo
56656,174.2522,-61.2834,5.14,,
56675,174.3151,-75.8965,5.64,,π Cha
56700,174.3916,-47.7473,5.46,,C3 Cen
56727,174.4516,-67.6204,5.94,,
56754,174.5304,-61.8266,5.15,,
56770,174.5857,43.6254,5.56,,59 UMa
56779,174.615,8.1343,5.24,,ω Vir
56802,174.6667,-13.2019,5.48,,ι Crt
56862,174.8733,-65.3978,5.01,,GT Mus
56922,175.0533,-34.7447,4.7,,ο Hya
56970,175.177,-53.9686,5.95,,V0914 Cen
56975,175.1961,21.3527,5.26,,92 Leo
56986,175.2235,-62.0901,4.93,,
56997,175.2626,34.2016,5.31,,61 UMa
57013,175.3325,-43.0957,5.54,,
57029,175.3927,31.7461,5.73,,62 UMa
57047,175.4331,-32.4994,5.2,,
57111,175.6182,66.7449,5.32,,3 Dra
57165,175.8633,-37.1902,5.98,,
57175,175.88,-62.4894,5,,V0810 Cen
57283,176.1907,-18.3507,4.71,,ζ Crt
57328,176.321,8.2581,4.84,,ξ Vir
57363,176.4017,-66.7288,3.63,,λ Mus
57371,176.4332,-45.6901,5.28,,
57380,176.4648,6.5294,4.04,,ν Vir
57399,176.5126,47.7794,3.69,Taiyangshou,χ UMa
57439,176.6284,-61.1784,4.11,,
57443,176.6295,-40.5004,4.89,,
57477,176.7318,55.6282,5.27,,
57512,176.8298,-57.6965,5.42,,V0918 Cen
57562,176.9788,8.2459,5.31,,A1 Vir
57565,176.9964,20.2189,4.5,,93 Leo
57581,177.0606,-66.8149,4.75,,μ Mus
57606,177.1613,14.2842,5.9,,
57613,177.1878,-26.7498,5.1,,II Hya
57632,177.2649,14.5721,2.14,Denebola,β Leo
57669,177.4211,-63.7885,4.3,,j Cen
57670,177.4238,34.9318,5.73,,
57696,177.4859,-70.2258,4.98,,
57741,177.6137,-62.6494,5.68,,
57757,177.6738,1.7647,3.59,Zavijava,β Vir
57791,177.7593,-5.3333,5.62,,
57803,177.7862,-45.1735,4.47,,B Cen
57841,177.9234,-30.8348,5.85,,
57851,177.9634,-65.2059,4.89,,
57870,178.0428,-56.9877,5.56,,
57936,178.2272,-33.9081,4.29,,β Hya
58001,178.4577,53.6948,2.41,Phecda,γ UMa
58082,178.6772,-25.7139,5.26,,
58103,178.75,-63.2792,5.89,,
58110,178.7631,8.4439,5.58,,A2 Vir
58158,178.9172,-28.4771,5.93,,
58159,178.9189,15.6468,5.53,,o Leo
58181,178.9934,56.5986,5.83,,66 UMa
58188,179.004,-17.1508,5.17,,η Crt
58326,179.4167,-62.4487,5.59,,
58379,179.5634,-56.3173,5.44,,
58427,179.6986,-64.3396,5.59,,
58460,179.8231,33.167,5.95,,
58484,179.9066,-78.2218,4.88,,ε Cha
58510,179.9871,3.6552,5.36,,b Vir
58576,180.1852,-10.446,5.54,,
58587,180.2132,-19.659,5.28,,31 Crv
58590,180.2183,6.6143,4.65,,π Vir
58654,180.4145,36.0421,5.59,,
58684,180.5283,43.0456,5.22,,67 UMa
58720,180.6571,-69.1923,5.89,,
58758,180.7563,-63.3129,4.32,,θ1 Cru
58803,180.9149,-42.4341,5.15,,
58858,181.0692,21.4592,5.89,,2 Com
58867,181.0801,-63.1657,4.72,,θ2 Cru
58884,181.162,-68.3289,5.34,,
58905,181.1936,-76.5191,5.04,,κ Cha
58921,181.2384,-60.9683,5.95,,
58948,181.3022,8.733,4.12,,ο Vir
58952,181.313,76.9057,5.78,Tonatiuh,
59050,181.5959,-65.7095,5.95,,
59072,181.7204,-64.6137,4.14,,η Cru
59151,181.9578,-75.367,5.17,,
59173,182.0218,-50.6613,4.46,,V0863 Cen
59184,182.0613,-48.6925,5.34,,E Cen
59196,182.0896,-50.7224,2.58,,δ Cen
59199,182.1034,-24.7289,4.02,Alchiba,α Crv
59229,182.2242,-44.326,5.75,,V0788 Cen
59232,182.2275,-41.2316,5.51,,V0817 Cen
59285,182.4221,1.8979,5.95,,10 Vir
59309,182.5142,5.807,5.72,,11 Vir
59316,182.5312,-22.6198,3.02,Minkar,ε Crv
59384,182.7499,81.7098,6,,
59394,182.766,-23.6024,5.45,,3 Crv
59449,182.913,-52.3685,3.97,,ρ Cen
59468,182.9632,25.8703,5.66,,4 Com
59501,183.0387,20.5421,5.6,,5 Com
59504,183.0498,77.6162,5.14,,CO Cam
59517,183.0916,-62.9508,5.91,,
59607,183.3543,-38.9292,5.77,,
59608,183.3581,10.2623,5.85,,12 Vir
59654,183.5112,-45.7239,5.31,,D Cen
59728,183.7483,-20.8442,5.82,,
59746,183.7854,70.2,5.72,,
59747,183.7863,-58.7489,2.79,Imai,δ Cru
59774,183.8565,57.0326,3.32,Megrez,δ UMa
59803,183.9515,-17.5419,2.58,Gienah,γ Crv
59819,184.0008,14.8991,5.09,,6 Com
59831,184.0315,40.6602,5.69,,2 CVn
59847,184.0856,23.9454,4.93,,7 Com
59856,184.1256,33.0615,4.99,,
59920,184.3733,53.1913,5.8,,
59923,184.3774,28.9372,5.71,,
59929,184.3928,-67.9607,4.06,,ε Mus
60000,184.5868,-79.3122,4.24,,β Cha
60009,184.6094,-64.0031,4.06,,ζ Cru
60030,184.668,-0.7872,5.9,,13 Vir
60044,184.7083,75.1606,5.47,,
60059,184.749,-55.143,5.01,,F Cen
60122,184.953,48.9841,5.28,,3 CVn
60129,184.9765,-0.6668,3.89,Zaniah,η Vir
60157,185.0449,-22.1757,5.94,,
60170,185.082,26.6195,5.52,,
60172,185.0874,3.3126,4.97,,c Vir
60189,185.1402,-22.2159,5.2,,ζ Crv
60202,185.1793,17.7929,4.72,,11 Com
60212,185.212,57.8641,5.54,,70 UMa
60221,185.2321,-13.5657,5.14,,
60260,185.34,-60.4011,3.59,Ginan,ε Cru
60308,185.4893,-56.3744,5.91,,
60320,185.5306,-67.5221,5.15,,ζ2 Mus
60329,185.5501,-68.3073,5.73,,ζ1 Mus
60351,185.6263,25.8462,4.78,,12 Com
60379,185.706,-57.6761,5.38,,
60425,185.8399,-24.8407,5.66,,6 Crv
60449,185.8976,-35.4127,5.32,,x1 Cen
60463,185.9364,-38.9114,5.79,,
60485,186.0062,51.5623,4.76,,5 CVn
60514,186.0772,26.0986,5.17,,13 Com
60584,186.2634,56.7778,5.82,,71 UMa
60595,186.299,-11.6106,5.95,,
60610,186.3406,-35.1864,5.71,,x2 Cen
60646,186.4622,39.0186,5.01,,6 CVn
60697,186.6003,27.2682,4.92,,14 Com
60710,186.6323,-51.4506,4.82,,G Cen
60718,186.6496,-63.0991,0.77,Acrux,α1 Cru
60735,186.7154,-32.8301,5.56,,
60742,186.7345,28.2684,4.35,Al Dafirah,γ Com
60746,186.7471,26.8257,4.98,,16 Com
60781,186.8702,-58.9918,5.38,,BL Cru
60795,186.8963,55.7127,5.68,,73 UMa
60823,187.0099,-50.2306,3.91,,σ Cen
60855,187.0936,-39.0412,5.45,,u Cen
60904,187.2279,25.9129,5.29,,17 Com
60941,187.3627,24.1089,5.47,,18 Com
60957,187.4302,20.8961,5.68,,20 Com
60965,187.4661,-16.5154,2.94,Algorab,δ Crv
60969,187.4758,-56.5249,5.78,,
60978,187.4889,58.4057,5.37,,74 UMa
60979,187.4912,-41.7359,6,,V0928 Cen
60998,187.5277,69.2011,5.01,,4 Dra
61015,187.5727,-23.6964,5.63,,
61071,187.7523,24.5672,5.47,Kissin,21 Com
61084,187.7915,-57.1132,1.59,Gacrux,γ Cru
61136,187.918,-59.4239,5.49,,35 Cru
61158,187.9838,-63.5058,5.96,,
61174,188.0176,-16.196,4.3,,η Crv
61181,188.0416,-73.0011,5.88,,
61199,188.1167,-72.133,3.84,,γ Mus
61212,188.15,-13.8591,5.74,,
61281,188.3706,69.7882,3.85,,κ Dra
61296,188.3927,-12.8302,5.58,,
61309,188.4122,33.2476,5.42,,
61317,188.4356,41.3575,4.24,Chara,β CVn
61318,188.4448,-9.4521,5.48,,q Vir
61359,188.5968,-23.3968,2.65,Kraz,β Crv
61379,188.6766,-44.673,5.76,,
61384,188.6834,70.0218,4.95,,6 Dra
61394,188.7128,22.6293,4.8,,23 Com
61418,188.7823,18.3771,5.03,,24 Com
61420,188.784,21.8814,5.86,,
61468,188.9397,-41.0219,5.12,,
61498,189.0043,-39.8695,5.78,,
61558,189.1973,-5.8319,5.88,,f Vir
61571,189.2431,17.0895,5.7,,25 Com
61585,189.2959,-69.1356,2.69,,α Mus
61621,189.4262,-27.1389,5.41,,
61622,189.4257,-48.5413,3.85,,τ Cen
61658,189.5934,1.8547,5.68,,FW Vir
61688,189.6859,-18.2501,6,,
61720,189.7644,-30.4224,5.86,,
61724,189.7805,21.0626,5.49,,26 Com
61740,189.8115,-7.9956,4.66,,χ Vir
61789,189.9689,-39.9873,4.63,,l Cen
61910,190.3165,-13.0139,5.17,,VV Crv
61916,190.3458,-46.1456,5.84,,
61932,190.3793,-48.9599,2.2,Muhlifain,γ Cen
61941,190.4152,-1.4494,2.74,Porrima,γ Vir
61960,190.4711,10.2356,4.88,,ρ Vir
61966,190.4857,-59.6858,4.91,,39 Cru
61968,190.488,6.8066,5.57,,d1 Vir
62012,190.6477,-48.8131,4.66,,w Cen
62027,190.7094,-63.0586,5.27,,BZ Cru
62058,190.7882,-56.1762,5.99,,
62103,190.9085,-1.577,5.91,,
62131,191.0022,-28.324,5.46,,
62207,191.2475,39.2789,5.95,,10 CVn
62223,191.2826,45.4403,5.42,La Superba,Y CVn
62267,191.4044,7.6733,5.22,,d2 Vir
62268,191.4085,-60.9813,4.69,,ι Cru
62322,191.57,-68.1081,3.04,,β Mus
62325,191.5939,9.5397,5.65,,33 Vir
62327,191.5946,-56.4888,4.62,,
62356,191.6615,16.5777,5.12,,27 Com
62360,191.6926,-33.3155,5.87,,
62402,191.829,62.7812,5.88,,
62423,191.8931,66.7903,5.43,Tianyi,7 Dra
62434,191.9303,-59.6888,1.25,Mimosa,β Cru
62500,192.1094,-27.5974,5.65,,
62512,192.1644,60.3198,5.83,,
62541,192.2259,14.1226,5.71,,29 Com
62561,192.2778,83.4178,5.92,,
62572,192.3069,83.4129,5.38,,
62576,192.3227,27.5524,5.76,,30 Com
62608,192.4374,-71.9863,5.55,,
62641,192.5448,37.5169,5.87,,DT CVn
62683,192.6715,-33.9993,4.9,,p Cen
62703,192.7412,-52.7874,5.7,,
62732,192.8249,-60.3298,5.71,,DS Cru
62763,192.9247,27.5407,4.93,Polaris Galacticus Borealis,31 Com
62786,192.9872,-39.6804,5.99,,
62861,193.2674,-54.9525,5.91,,
62867,193.2788,-48.9433,4.33,,e Cen
62886,193.3239,21.2449,4.89,,35 Com
62894,193.3412,-60.3285,5.75,,
62896,193.3592,-40.1789,4.25,,n Cen
62931,193.4538,-60.3762,5.89,,κ Cru
62956,193.5073,55.9598,1.76,Alioth,ε UMa
62983,193.5777,-11.6486,6,,
62985,193.5882,-9.539,4.77,,ψ Vir
63003,193.6484,-57.1779,4.03,,μ1 Cru
63005,193.6537,-57.1687,5.08,,μ2 Cru
63007,193.6633,-59.1467,4.62,,λ Cru
63024,193.7355,47.1967,5.75,,TU CVn
63031,193.745,-85.1234,5.45,,ι Oct
63033,193.7438,-44.152,5.89,,
63066,193.831,-42.9157,5.46,,
63076,193.869,65.4385,5.23,Taiyi,8 Dra
63090,193.9009,3.3975,3.39,Minelauva,δ Vir
63117,193.9881,-56.8358,5.34,,
63121,194.0019,38.3149,5.61,,α1 CVn
63125,194.0069,38.3184,2.89,Cor Caroli,α2 CVn
63143,194.0732,54.0995,5.84,,
63165,194.132,-72.1852,5.93,,
63210,194.2681,-51.1988,5.17,,H Cen
63340,194.6972,75.4725,6,,
63355,194.731,17.4094,4.76,,36 Com
63414,194.9147,-3.8119,5.79,,k Vir
63432,194.9795,66.5973,5.37,,9 Dra
63462,195.0686,30.785,4.88,,37 Com
63494,195.1498,-3.3685,5.99,,46 Vir
63503,195.1821,56.3663,4.93,,78 UMa
63533,195.2901,17.1231,5.97,,38 Com
63608,195.5442,10.9592,2.85,Vindemiatrix,ε Vir
63613,195.5678,-71.5489,3.61,,δ Mus
63688,195.7722,-71.4757,5.93,,
63724,195.8888,-49.5273,4.83,,ξ1 Cen
63738,195.9421,-20.5835,5.58,,
63901,196.4351,35.7989,5.2,,14 CVn
63916,196.4678,45.2685,5.64,,
63945,196.5696,-48.4633,4.71,,f Cen
63948,196.5885,21.1534,6,,39 Com
63950,196.5942,22.6162,5.53,,40 Com
63972,196.6462,-41.5884,5.59,,
64003,196.7261,-35.862,5.63,,
64004,196.7277,-49.9062,4.27,,ξ2 Cen
64022,196.7947,27.6247,4.8,,41 Com
64033,196.8512,-59.8605,5.98,,
64053,196.9095,-53.4598,5.7,,
64078,196.9742,-10.7404,5.15,,49 Vir
64094,197.0298,-65.306,5.44,,θ Mus
64122,197.1353,-8.9844,5.57,,g Vir
64166,197.2636,-23.1181,4.94,,ψ Hya
64179,197.3018,10.0225,5.79,,
64224,197.4387,-10.3293,5.95,,50 Vir
64226,197.4494,16.8486,5.91,,
64238,197.4875,-5.539,4.38,Apami-Atsa,θ Vir
64241,197.497,17.5294,4.32,Diadem,α Com
64246,197.5134,38.499,5.91,,17 CVn
64332,197.787,-42.2329,5.78,,
64348,197.8467,-43.3686,5.24,,
64390,197.9643,-69.942,5.92,,
64394,197.9683,27.8782,4.23,,β Com
64407,198.0148,-16.1986,5.04,,53 Vir
64408,198.0133,-37.803,4.85,,
64425,198.0733,-59.9206,4.58,,V0831 Cen
64445,198.1372,11.5561,5.76,,
64466,198.2033,-66.2267,5.91,,
64515,198.3473,-50.6998,5.9,,
64540,198.4289,40.1529,4.94,,
64577,198.5454,-19.9309,5.31,,55 Vir
64580,198.5504,-58.6839,5.91,,
64583,198.5631,-59.1032,4.9,,
64587,198.5722,-78.4475,5.84,,
64607,198.6303,11.3317,5.64,,LN Vir
64623,198.6803,-48.957,5.84,,
64661,198.8123,-67.8946,4.79,,η Mus
64692,198.8831,40.8552,5.77,,19 CVn
64725,198.9949,-19.9431,5.21,,57 Vir
64792,199.1938,9.4242,5.19,,e Vir
64803,199.2214,-31.5062,5.1,,r Cen
64820,199.3042,-66.7834,4.86,,
64822,199.308,-43.9795,5.82,,
64823,199.3151,13.6758,5.33,,
64844,199.3856,40.5726,4.72,,20 CVn
64852,199.4012,5.4699,4.78,,σ Vir
64906,199.5605,49.6821,5.14,,21 CVn
64924,199.6013,-18.3112,4.74,,61 Vir
64927,199.6155,34.0983,5.81,,
64962,199.7304,-23.1715,2.99,,γ Hya
65072,200.079,40.1505,5.6,,23 CVn
65109,200.1492,-36.7123,2.75,,ι Cen
65112,200.1576,-52.7478,5.47,,V0964 Cen
65129,200.2014,-55.8007,6,,
65144,200.2404,-46.88,5.76,,
65198,200.4235,2.0872,5.69,,
65241,200.5404,5.1548,5.89,,64 Vir
65247,200.5679,-52.183,5.81,,
65271,200.6581,-60.9884,4.52,,J Cen
65301,200.7546,-17.7353,5.36,,63 Vir
65323,200.8287,-4.9244,5.88,,65 Vir
65378,200.9814,54.9254,2.23,Mizar,ζ UMa
65387,201.002,-64.5357,4.52,,m Cen
65420,201.1385,-5.164,5.76,,66 Vir
65466,201.2778,23.8544,5.75,,
65468,201.2797,-74.8878,5.04,,ι1 Mus
65474,201.2982,-11.1613,0.98,Spica,α Vir
65477,201.3064,54.988,3.99,Alcor,g UMa
65479,201.308,-64.4851,5.32,,
65522,201.4596,-70.6272,5.65,,
65535,201.5324,-39.7551,5.11,,
65536,201.5336,72.3915,5.82,,
65545,201.5476,-1.1925,5.97,,
65550,201.5692,46.0281,5.88,,
65581,201.6799,-12.7077,5.27,,i Vir
65593,201.7338,-41.4976,5.69,,
65595,201.7367,78.6439,5.74,,
65639,201.8632,-15.9736,4.76,,69 Vir
65721,202.1075,13.7788,4.97,,70 Vir
65728,202.1129,59.9458,5.4,,
65790,202.3042,10.8183,5.65,,71 Vir
65810,202.3552,-51.1651,5.04,,K Cen
65936,202.7611,-39.4073,3.9,,d Cen
66006,202.9912,-6.2558,4.68,,l Vir
66065,203.1496,-28.6928,5.69,,
66091,203.2152,-15.363,5.52,,75 Vir
66098,203.242,-10.165,5.21,,h Vir
66198,203.5304,55.3484,5.6,,81 UMa
66200,203.533,3.659,4.92,,o Vir
66234,203.6136,49.016,4.68,,24 CVn
66247,203.6685,-13.2143,5.92,,y Vir
66249,203.6733,-0.5958,3.38,Heze,ζ Vir
66257,203.6992,37.1824,4.91,,BH CVn
66320,203.8804,-5.3962,5.7,,80 Vir
66400,204.2019,-26.4952,5.73,,
66417,204.2462,24.6133,5.72,,
66427,204.275,-44.1432,5.96,,
66435,204.2958,71.2423,5.5,,
66438,204.3016,-61.6919,5.63,,
66454,204.3478,-46.4279,5.91,,
66458,204.3651,36.2949,4.82,,25 CVn
66563,204.6753,-29.5609,5.81,,
66575,204.704,-57.6227,6,,
66634,204.8769,52.9212,5.46,,82 UMa
66640,204.8942,10.7463,5.57,,
66656,204.9523,-40.0517,5.61,,
66657,204.9719,-53.4664,2.29,,ε Cen
66666,204.9992,-49.95,5.74,,V0744 Cen
66681,205.0446,-64.5766,5.79,,
66727,205.1686,19.9557,5.73,,1 Boo
66738,205.1845,54.6816,4.63,,83 UMa
66753,205.2312,-85.786,5.56,,κ Oct
66763,205.2598,22.4958,5.63,,2 Boo
66798,205.3746,64.8224,5.85,,
66803,205.4032,-8.703,5.03,,m Vir
66821,205.4365,-54.5594,4.99,,Q Cen
66849,205.5045,-58.7871,5.38,,
66878,205.5962,82.7524,5.92,,
66903,205.6633,78.0644,5.91,,
66907,205.681,34.989,5.98,,
66924,205.7293,-41.401,5.96,,
66925,205.7338,-56.768,6,,
66936,205.7655,3.5379,5.35,,84 Vir
66984,205.917,-42.0675,5.96,,
67057,206.1243,-16.1791,5.55,,83 Vir
67143,206.4037,-26.116,5.81,,
67153,206.4219,-33.0437,4.23,,i Cen
67172,206.4847,-12.4265,5.5,,86 Vir
67194,206.5564,41.0887,5.88,,
67210,206.5794,38.5036,5.92,,
67231,206.6486,54.4327,5.68,,84 UMa
67234,206.6641,-51.4328,4.64,,M Cen
67239,206.6805,25.7022,5.97,,3 Boo
67244,206.7348,-36.2519,5.15,,z Cen
67250,206.7491,38.5427,5.51,,
67275,206.8156,17.4569,4.5,,τ Boo
67288,206.8558,-17.8598,5.41,,87 Vir
67292,206.8652,-50.2493,5.92,,
67301,206.8852,49.3133,1.85,Alkaid,η UMa
67304,206.9106,-50.3207,5.46,,
67384,207.1614,31.1902,5.61,,
67457,207.3613,-34.4508,4.19,,g Cen
67459,207.3693,15.7979,4.05,,υ Boo
67464,207.3762,-41.6877,3.41,,ν Cen
67472,207.4041,-42.4737,3.47,,μ Cen
67480,207.4285,21.2641,4.92,,e Boo
67485,207.4396,61.4893,5.97,,
67494,207.4678,-18.1342,4.96,,89 Vir
67545,207.6028,5.4972,6,,
67605,207.7884,34.6644,5.89,,
67627,207.8581,64.7233,4.58,,i Dra
67663,207.9467,-46.8987,5.77,,
67664,207.9476,-69.4013,5.73,,
67665,207.9478,34.4442,4.76,,AW CVn
67669,207.9567,-32.9941,4.32,,k Cen
67703,208.0203,-52.8115,5.26,,N Cen
67782,208.2928,28.6481,5.91,,
67786,208.3022,-31.9276,4.75,,h Cen
67787,208.3039,17.9329,5.71,,7 Boo
67819,208.3865,-35.6642,5.53,,y Cen
67836,208.4296,-53.3733,5.87,,
67848,208.4626,53.7287,5.7,,86 UMa
67861,208.4885,-47.1282,5.83,,V0767 Cen
67927,208.6712,18.3977,2.68,Muphrid,η Boo
67929,208.6756,-1.5031,5.16,,p Vir
67942,208.7046,-67.6521,5.74,,
67973,208.8006,-52.1608,5.66,,
68002,208.8849,-47.2884,2.55,Alnair,ζ Cen
68009,208.912,-82.6662,5.95,,
68079,209.0824,-46.5929,5.82,,
68092,209.1162,1.0506,5.9,,92 Vir
68101,209.1373,-54.7047,6,,
68103,209.1424,27.4921,5.02,,9 Boo
68191,209.412,-63.6867,4.71,,
68245,209.5678,-42.1008,3.83,,φ Cen
68269,209.6298,-24.9722,5.2,,47 Hya
68276,209.6622,21.6962,5.76,,10 Boo
68282,209.6698,-44.8036,3.87,,υ1 Cen
68333,209.8228,-50.3696,5.92,,
68390,210.0005,-25.0104,5.77,,48 Hya
68455,210.2185,-66.2689,5.96,,
68498,210.3351,8.8949,5.98,,
68520,210.4116,1.5445,4.23,,τ Vir
68523,210.4312,-45.6034,4.34,,υ2 Cen
68581,210.5949,-27.4298,5.47,,
68670,210.8604,-56.2134,5.93,,
68702,210.9559,-60.373,0.61,Hadar,β Cen
68756,211.0973,64.3759,3.67,Thuban,α Dra
68815,211.3328,-76.7968,5.69,,θ Aps
68862,211.5115,-41.1796,4.36,,χ Cen
68895,211.5929,-26.6824,3.25,,π Hya
68933,211.6706,-36.37,2.06,Menkent,θ Cen
68940,211.6784,-9.3135,5.46,,95 Vir
69038,211.9823,43.8545,5.13,,BY Boo
69068,212.0721,49.4582,5.26,,13 Boo
69112,212.2122,77.5475,4.8,,4 UMi
69174,212.396,-51.5047,5.96,,V0869 Cen
69191,212.4784,-53.4389,4.74,,
69226,212.5997,25.0917,4.82,,d Boo
69269,212.7104,-16.302,4.93,,ET Vir
69373,213.0167,69.4325,5.18,,
69389,213.0659,2.4094,4.99,,CU Vir
69415,213.1918,-27.2612,5.07,,50 Hya
69427,213.2239,-10.2737,4.18,Kang,κ Vir
69462,213.3184,-53.6657,5.53,,
69483,213.3709,51.79,4.53,Asellus Tertius,κ2 Boo
69493,213.42,-0.8455,5.89,,
69536,213.5216,12.9594,5.53,,14 Boo
69598,213.6778,-41.8375,5.61,,
69612,213.7119,10.1006,5.29,,15 Boo
69618,213.7381,-57.0861,5.03,,V0795 Cen
69658,213.8504,-18.2007,5.53,,
69673,213.9153,19.1824,-0.05,Arcturus,α Boo
69701,214.0036,-6.0005,4.07,Syrma,ι Vir
69713,214.0414,51.3672,4.75,Asellus Secundus,ι Boo
69732,214.0959,46.0883,4.18,Xuange,λ Boo
69763,214.1613,-66.5879,5.72,,
69829,214.3685,15.2634,5.84,,101 Boo
69879,214.4992,35.5095,4.8,,A Boo
69896,214.5579,-81.0078,4.89,,η Aps
69929,214.6594,-18.716,5.86,,CS Vir
69965,214.7537,-25.8154,5.87,,
69974,214.7775,-13.3711,4.52,Khambaliya,λ Vir
69989,214.8178,13.0043,5.41,,18 Boo
69995,214.8495,-37.0029,5.93,,
69996,214.8509,-46.0581,3.55,,ι Lup
70012,214.8853,-2.2655,5.14,,υ Vir
70027,214.9385,16.3069,4.84,,20 Boo
70035,214.9646,-61.273,5.22,,
70054,215.0404,-43.0588,5.55,,
70069,215.0814,-56.3865,4.3,,v Cen
70090,215.1393,-37.8853,4.05,,ψ Cen
70104,215.1774,-45.1871,4.78,,
70243,215.5822,-34.7868,5.57,,
70248,215.5965,-80.1089,5.06,,ε Aps
70264,215.6545,-58.4591,4.76,,
70300,215.7593,-39.5118,4.41,Bidelman's Helium Variable Star,a Cen
70306,215.7741,-27.754,4.78,,k Hya
70327,215.8446,8.4466,4.86,,
70363,215.9524,-53.1762,5.99,,
70384,216.0037,8.244,5.94,,
70400,216.0473,5.8201,5.1,,
70469,216.2026,-24.8063,5.34,,
70492,216.2764,-68.1953,5.56,,
70497,216.2992,51.8507,4.04,Asellus Primus,θ Boo
70574,216.5343,-45.2214,4.56,,τ1 Lup
70576,216.5451,-45.3793,4.33,,τ2 Lup
70602,216.614,19.2269,5.4,,f Boo
70638,216.7301,-83.6679,4.31,,δ Oct
70657,216.7795,-65.8216,5.87,,
70663,216.8007,-46.1343,5.83,,
70692,216.8814,75.696,4.25,,5 UMi
70753,217.0434,-29.4916,4.97,,l Hya
70755,217.0506,-2.228,4.81,Elgafar,φ Vir
70791,217.1576,49.8449,5.58,,g Boo
70794,217.1738,-6.9005,5.42,,106 Vir
70894,217.4605,0.8289,5.96,,
70915,217.536,-45.3214,5.51,,
70931,217.5873,-49.519,5.38,,
