hip,ra_deg,dec_deg,mag,name,desig
40183,123.1283,-46.2643,6,,
40215,123.2033,68.4741,5.34,,55 Cam
40240,123.2869,29.6565,5.62,,15 Cnc
40259,123.3332,-15.7882,4.99,,20 Pup
40274,123.373,-35.8995,4.78,,r Pup
40282,123.3927,-50.1961,5.52,,16 Vel
40285,123.4006,-46.9916,5.14,,NO Vel
40305,123.4591,56.4522,5.88,,
40321,123.493,-36.3223,5.09,,OS Pup
40326,123.5122,-40.3479,4.42,,h2 Pup
40344,123.5552,-35.49,5.77,,
40357,123.5995,-45.8345,5.86,,
40429,123.8163,-62.9156,5.16,,C Car
40526,124.1288,9.1855,3.53,Tarf,β Cnc
40646,124.4601,59.5711,5.63,,29 Lyn
40678,124.5725,-35.4517,5.59,,
40680,124.5784,-65.6132,5.06,,
40693,124.5998,-12.6322,5.95,,
40702,124.6315,-76.9197,4.05,,α Cha
40706,124.6388,-36.6593,4.44,,q Pup
40772,124.8215,62.5072,5.73,,57 Cam
40793,124.8845,75.7569,5.55,,
40817,124.954,-71.5149,5.33,,κ1 Vol
40834,125.0022,-71.5054,5.63,,κ2 Vol
40843,125.0161,27.2177,5.13,,χ Cnc
40866,125.0874,20.7477,5.8,,
40875,125.1086,57.7433,5.89,,30 Lyn
40881,125.1339,24.0223,5.92,Piautos,λ Cnc
40888,125.1606,-77.4845,4.34,,θ Cha
40889,125.168,72.4072,6,,
40932,125.3004,-57.9732,5.96,,
40943,125.3377,-36.4842,5.18,,
40944,125.3384,-20.0791,5.58,,
40945,125.3459,-33.0544,4.83,,w Pup
40990,125.4775,-17.5863,5.71,,
41003,125.5186,-73.4,5.28,,η Vol
41037,125.6285,-59.5095,1.86,Avior,ε Car
41039,125.6321,-48.4904,4.79,,B Vel
41074,125.7081,-26.3482,5.88,,
41075,125.7088,43.1881,4.25,Alsciaukat,31 Lyn
41080,125.7254,-7.5431,5.92,,
41081,125.7298,-52.1237,5.89,,
41117,125.841,18.3322,5.94,,d1 Cnc
41152,125.9521,53.2197,5.52,,
41191,126.0826,-80.9142,5.67,,
41211,126.1459,-3.7512,5.61,,1 Hya
41242,126.2299,-23.1537,5.67,,
41250,126.2384,-42.7698,5.97,,V0438 Pup
41260,126.2656,-24.0462,5.32,,
41296,126.3805,-51.7274,5.18,,
41299,126.3981,2.1022,5.74,,
41307,126.4151,-3.9064,3.91,,C Hya
41312,126.4341,-66.1369,3.77,,β Vol
41321,126.465,-64.6006,5.95,,
41323,126.4663,-42.1531,5.45,,
41325,126.4782,7.5645,5.13,,
41328,126.4816,-14.9297,5.96,,
41375,126.6134,-3.9875,5.6,,2 Hya
41377,126.6154,27.8936,5.58,,φ1 Cnc
41395,126.6748,-12.5346,5.52,,
41400,126.6831,12.6546,5.56,,27 Cnc
41451,126.8198,-70.0935,5.51,,
41483,126.9024,-53.0885,5.08,,F Vel
41515,126.9976,-35.1138,5.75,,XY Pyx
41578,127.1556,14.2108,5.94,,29 Cnc
41616,127.2698,-47.9289,5.33,,A Vel
41621,127.2815,-44.1604,5.82,,
41639,127.3645,-44.7248,5.03,,
41674,127.4401,-46.3317,5.98,,
41676,127.4425,67.2974,5.89,,
41704,127.5661,60.7182,3.35,Muscida,ο UMa
41723,127.6192,-32.1593,5.61,,
41816,127.8772,24.0811,5.71,,υ1 Cnc
41817,127.8788,-19.5775,5.42,,
41822,127.8989,18.0944,5.33,,θ Cnc
41861,128.0207,-53.2119,5.68,,
41909,128.1771,20.4412,5.33,,η Cnc
41935,128.2291,38.0164,5.88,,
42001,128.4101,-38.8488,5.92,,
42008,128.4312,4.757,5.89,,
42028,128.5067,-2.1516,5.8,,
42080,128.6505,65.1452,5.47,,A UMa
42088,128.6817,-49.9442,5.01,,C Vel
42090,128.6829,36.4196,5.76,,33 Lyn
42129,128.8148,-58.2247,5.27,,e1 Car
42134,128.8321,-58.0092,4.84,,e2 Car
42146,128.8675,-7.9823,5.72,,3 Hya
42147,128.8696,-26.8435,5.95,,
42172,128.9624,6.6202,5.91,,
42177,128.9668,-50.9697,5.79,,E Vel
42265,129.274,9.6556,5.92,,c Cnc
42286,129.3285,-62.8535,5.45,,
42312,129.411,-42.9891,4.11,,e Vel
42313,129.414,5.7038,4.14,Minazal,δ Hya
42334,129.4673,-26.255,5.24,,η Pyx
42365,129.5791,32.802,5.96,,
42372,129.5924,53.4015,5.66,,
42402,129.6893,3.3414,4.45,Minchir,σ Hya
42425,129.7715,-70.3867,5.19,,θ Vol
42430,129.7829,-22.6619,5.05,,
42438,129.7988,65.0209,5.63,Muscida,π1 UMa
42452,129.8234,52.7116,5.91,,
42459,129.8493,-53.4398,5.45,,HW Vel
42483,129.927,-29.5611,4.86,,ζ Pyx
42504,129.99,-53.0547,5.18,,NZ Vel
42509,130.0061,-12.4754,4.98,,a Hya
42515,130.0256,-35.3084,3.97,,β Pyx
42527,130.0534,64.3279,4.59,Museida,π2 UMa
42535,130.0728,-53.0154,5.56,,
42536,130.0733,-52.9219,3.6,,ο Vel
42540,130.0799,-40.2639,5.2,,NY Vel
42564,130.1469,-45.1911,5.67,,
42568,130.1543,-59.761,4.31,,d Car
42570,130.1565,-46.6487,3.77,,b Vel
42604,130.2545,45.834,5.35,,34 Lyn
42614,130.2722,-48.9227,5.9,,
42624,130.3047,-47.3171,4.74,,n Vel
42637,130.3313,-78.9634,5.46,,η Cha
42662,130.4306,-15.9434,4.87,,9 Hya
42679,130.4871,-45.4107,5.2,,LN Vel
42712,130.5675,-48.0991,5.48,,HX Vel
42715,130.5791,-53.1001,5.49,,KT Vel
42726,130.6058,-53.114,4.83,,HY Vel
42795,130.8014,12.6809,5.62,,A1 Cnc
42799,130.8061,3.3987,4.3,,η Hya
42806,130.8214,21.4685,4.66,Asellus Borealis,γ Cnc
42828,130.8981,-33.1864,3.68,,α Pyx
42834,130.9178,-49.8228,5.15,,D Vel
42835,130.9182,-7.2337,4.63,,F Hya
42884,131.0998,-42.6493,4.05,,d Vel
42911,131.1712,18.1543,3.94,Asellus Australis,δ Cnc
42913,131.1759,-54.7088,1.93,Alsephina,δ Vel
42917,131.1877,10.0817,5.63,,b Cnc
42923,131.2164,-37.1472,5.74,,
43012,131.4798,-79.5044,5.79,,
43023,131.5069,-46.0415,3.87,,a Vel
43026,131.5103,-2.0487,5.7,,
43067,131.5939,-13.5477,4.32,,D Hya
43082,131.6273,-45.9125,5.43,,OP Vel
43103,131.6743,28.7599,4.03,Zubanah,ι Cnc
43105,131.6773,-56.7698,4.5,,f Car
43109,131.6938,6.4188,3.38,Ashlesha,ε Hya
43121,131.7334,12.11,5.89,,A2 Cnc
43142,131.8124,-1.897,5.28,,
43148,131.8285,-46.1554,5.71,,
43234,132.1082,5.8378,4.35,,ρ Hya
43305,132.3405,-3.443,5.3,,14 Hya
43325,132.4132,-40.3202,5.47,,h Vel
43347,132.4485,-45.3079,4.94,,g Vel
43352,132.4646,-32.7805,5.19,,
43370,132.5093,-29.463,5.86,,
43392,132.5876,-42.0898,6,,
43409,132.633,-27.7098,4.02,,γ Pyx
43413,132.6394,-46.5292,5.09,,f Vel
43414,132.6451,-66.793,5.34,,
43496,132.8934,-7.1772,5.55,,15 Hya
43499,132.9021,-57.6336,5.59,,
43531,132.9868,43.7266,5.15,,35 Lyn
43550,133.0418,42.0027,5.98,,
43553,133.049,45.3128,5.96,,
43584,133.1443,32.4742,5.67,,σ1 Cnc
43587,133.1492,28.3308,5.96,Copernicus,ρ1 Cnc
43589,133.1609,-48.3591,5.92,,
43603,133.2001,-38.7241,5.79,,
43644,133.344,61.9623,5.72,,b UMa
43669,133.4527,-60.3539,5.78,,
43671,133.4608,-47.5208,5.31,,
43721,133.5614,30.5791,5.4,,57 Cnc
43783,133.7618,-60.6446,3.84,,c Car
43797,133.7991,-54.9658,5.7,,
43798,133.8018,-18.2412,5.75,,
43813,133.8484,5.9456,3.11,,ζ Hya
43825,133.8815,-27.6819,4.87,,δ Pyx
43834,133.9153,27.9275,5.23,,ρ2 Cnc
43851,133.9815,11.626,5.44,,60 Cnc
43878,134.0803,-52.7235,4.68,,H Vel
43894,134.1271,40.2015,5.9,,
43899,134.1422,-16.7087,5.95,,
43903,134.156,64.6038,5.57,,6 UMa
43908,134.1708,-85.6632,5.43,,ζ Oct
43923,134.2081,45.6316,5.72,,
43932,134.2358,32.9104,5.44,,σ2 Cnc
43937,134.2434,-59.2293,4.93,,b1 Car
43970,134.3123,15.3228,5.22,,ο1 Cnc
44001,134.3967,15.5813,5.68,,ο2 Cnc
44024,134.4815,-48.5729,5.88,,
44066,134.6218,11.8577,4.26,Acubens,α Cnc
44075,134.6831,-16.1327,5.8,,
44093,134.7181,-47.2347,5.17,,FZ Vel
44127,134.8019,48.0418,3.12,Talitha,ι UMa
44143,134.8508,-59.0837,5.17,,b2 Car
44154,134.8861,32.4186,5.23,,σ3 Cnc
44191,135.0225,-41.2536,4.45,,w Vel
44248,135.1599,41.7829,3.96,,10 UMa
44256,135.1906,-60.9638,5.8,,
44283,135.2855,-68.6839,5.89,,
44299,135.3369,-41.8643,5.56,,IZ Vel
44307,135.3505,32.2523,5.89,,66 Cnc
44337,135.4357,-52.1887,5.23,,OY Vel
44356,135.4916,-0.4827,5.64,,
44382,135.6116,-66.3961,4,,α Vol
44390,135.6362,67.6296,4.74,,ρ UMa
44405,135.6844,24.4529,5.45,,ν Cnc
44406,135.6867,7.2983,5.85,,
44471,135.9064,47.1565,3.57,Alkaphrah,κ UMa
44504,136.0017,54.2839,5.74,,
44511,136.0387,-47.0977,3.75,,c Vel
44599,136.2867,-72.6027,4.47,,G Car
44613,136.3504,48.5303,5.48,,
44626,136.4099,-70.5385,4.66,,E Car
44659,136.4932,5.0923,4.99,,ω Hya
44700,136.6324,38.4522,4.56,,
44798,136.9367,10.6682,5.23,,κ Cnc
44816,136.999,-43.4326,2.23,Suhail,λ Vel
44818,137.0002,29.6542,5.42,,τ Cnc
44824,137.012,-25.8585,4.62,,κ Pyx
44857,137.0979,66.8732,5.15,,σ1 UMa
44883,137.1757,-8.5895,5.6,,19 Hya
44892,137.1972,26.6291,5.95,,75 Cnc
44897,137.2128,33.8822,5.95,,
44901,137.2177,51.6046,4.46,Alhaud,f UMa
44923,137.2675,-18.3285,5.73,,
44936,137.298,-12.3577,5.76,,
44946,137.3397,22.0454,5.16,Nahn,ξ Cnc
44961,137.3982,-8.7876,5.47,,20 Hya
45001,137.485,-30.3654,5.59,,ε Pyx
45038,137.5981,67.134,4.8,,σ2 UMa
45075,137.7294,63.5136,4.67,,τ UMa
45080,137.742,-58.9669,3.43,,a Car
45085,137.7683,-44.8679,4.99,,GX Vel
45101,137.8197,-62.317,3.96,,i Car
45122,137.8891,-46.5839,5.78,,
45158,137.9947,-19.7476,5.72,,
45189,138.1272,-43.6133,5.56,,KL Vel
45219,138.2318,-59.4139,5.54,,
45238,138.2999,-69.7172,1.67,Miaplacidus,β Car
45270,138.3936,-47.3384,5.92,,
45290,138.4509,43.2178,5.3,,36 Lyn
45314,138.5342,-44.1458,5.85,,
45328,138.575,-55.5696,5.26,,
45333,138.5856,61.4233,5.18,,c UMa
45336,138.5911,2.3143,3.89,,θ Hya
45344,138.602,-43.2275,5.24,,z Vel
45386,138.7382,-37.6024,5.85,,k1 Vel
45410,138.8077,14.9415,5.36,,π Cnc
45412,138.8094,34.6335,5.98,,
45439,138.903,-38.5699,4.92,,l Vel
45448,138.9378,-37.4131,4.63,Markeb,k Vel
45455,138.9574,56.7414,5.28,,17 UMa
45461,138.9691,72.9463,5.93,,
45493,139.0472,54.0219,4.8,,e UMa
45496,139.0503,-57.5415,4.34,,g Car
45505,139.096,-44.2657,5.12,,
45526,139.1724,-8.7448,5.49,,24 Hya
45527,139.1739,-6.3531,5.24,,23 Hya
45544,139.2378,-39.4015,5.31,,
45556,139.2725,-59.2752,2.21,Aspidiske,ι Car
45559,139.2822,-14.5741,5.83,,
45571,139.3218,-68.6896,5.38,,
45581,139.3549,-74.8943,5.28,,
45585,139.3649,-74.7346,5.86,,
45590,139.3799,46.8172,5.96,,
45631,139.5245,-51.0509,5.26,,K Vel
45661,139.608,35.3641,5.94,,
45675,139.6765,-51.5607,5.83,,LR Vel
45688,139.711,36.8026,3.82,,38 Lyn
45743,139.8881,-15.8347,5.79,,
45751,139.9433,-11.9749,4.77,,26 Hya
45811,140.1209,-9.5557,4.8,,P Hya
45856,140.2367,-62.4046,4.79,,k Car
45860,140.2638,34.3926,3.14,,α Lyn
45902,140.3733,-25.9654,4.71,,θ Pyx
45915,140.4304,56.6992,5.79,,CG UMa
45920,140.4585,-55.5147,5.61,,
45924,140.4624,-42.1949,5.56,,
45941,140.5284,-55.0107,2.47,Markeb,κ Vel
45962,140.6,-46.0474,5.74,,
46026,140.801,-28.8339,4.71,,λ Pyx
46101,141.0229,-61.6489,5.99,,
46107,141.0384,-80.7869,5.34,,ι Cha
46146,141.1636,26.1823,4.47,Al Minlear al Asad,κ Leo
46221,141.3501,-5.1174,5.6,,28 Hya
46225,141.3635,-61.9505,5.77,,
46283,141.5748,-53.3789,5.09,,I Vel
46358,141.7763,-71.6019,5.46,,
46371,141.8267,-22.3438,4.72,,G Hya
46390,141.8968,-8.6586,1.99,Alphard,α Hya
46404,141.9449,-6.0712,5.38,,
46454,142.1142,9.0568,5.4,,ω Leo
46457,142.1216,8.1883,5.72,,3 Leo
46460,142.1273,-66.7019,5.9,,
46471,142.1666,45.6015,5.4,Intercrus,41 Lyn
46482,142.1963,-62.2731,5.91,,
46509,142.2871,-2.769,4.59,Ukdah,τ1 Hya
46511,142.3027,-20.7491,5.66,,
46515,142.3113,-35.9513,4.51,,ε Ant
46578,142.4771,-26.5896,5.49,,
46594,142.5213,-51.5172,5.45,,
46618,142.5937,-15.5774,5.86,,
46620,142.5976,-58.3618,5.88,,V0482 Car
46651,142.675,-40.4668,3.6,,ψ Vel
46652,142.6801,33.6557,5.87,,7 LMi
46657,142.6921,-31.8892,5.75,,ζ1 Ant
46701,142.8055,-57.0344,3.16,,N Vel
46733,142.8821,63.0619,3.65,,h UMa
46734,142.884,-31.8718,5.91,,ζ2 Ant
46735,142.885,35.1033,5.39,,8 LMi
46736,142.8877,-35.7148,5.86,,
46741,142.9011,-73.0809,5.46,,H Car
46750,142.9301,22.968,4.32,Alterf,λ Leo
46771,142.9864,11.2998,4.99,,ξ Leo
46774,142.9899,9.7158,5.07,,h Leo
46776,142.9955,-1.1847,4.54,,τ2 Hya
46811,143.0803,-40.6493,5.35,,
46813,143.085,-19.4003,5.74,,
46853,143.2143,51.6773,3.17,,θ UMa
46859,143.2324,-13.5168,5.95,,
46880,143.3019,-21.1157,5.02,,
46897,143.3585,-22.8639,5.92,,
46914,143.4356,-49.0051,5.12,,
46928,143.4724,-80.9413,5.07,,ζ Cha
46950,143.5366,-51.2553,5.01,,L Vel
46952,143.5558,36.3976,4.54,,10 LMi
46974,143.611,-59.2298,4.08,,h Car
46977,143.6202,69.8303,4.54,,d UMa
46982,143.636,-5.9149,5.56,,A Hya
47006,143.706,52.0515,4.47,,26 UMa
47013,143.723,72.2057,5.77,,22 UMa
47029,143.766,39.6215,4.81,,
47080,143.9146,35.8101,5.4,,11 LMi
47168,144.1786,31.1617,5.57,,
47175,144.2064,-49.355,4.34,,M Vel
47187,144.2509,-25.2968,5.68,,
47189,144.2608,16.438,5.73,,8 Leo
47193,144.272,81.3264,4.28,,
47199,144.2912,-32.1786,5.62,,
47204,144.3027,-53.6685,5.44,,
47205,144.3028,6.8358,5,,10 Leo
47224,144.3683,-36.096,5.96,,
47267,144.5061,-43.1909,5.51,,y Vel
47300,144.5907,40.2398,5.28,,42 Lyn
47310,144.6137,4.6493,4.68,,2 Sex
47391,144.8375,-61.3281,4.51,,m Car
47401,144.8661,67.2722,5.96,,
47431,144.964,-1.1428,3.9,Ukdah,ι Hya
47452,145.0765,-14.3323,5.07,Al Sharasif,κ Hya
47479,145.1773,-57.9836,5.3,,
47498,145.2591,-57.2595,5.8,,
47508,145.2876,9.8923,3.52,Subra,ο Leo
47522,145.3209,-23.5915,4.76,,I Hya
47544,145.3963,31.2778,5.9,,
47559,145.4497,-55.2138,5.99,,
47570,145.5014,39.7579,5.61,,43 Lyn
47592,145.5601,-23.9156,4.93,,
47594,145.5618,69.2375,5.72,,
47654,145.7383,72.2526,5.15,,27 UMa
47701,145.8886,29.9745,5.64,,f Leo
47717,145.926,-53.8913,5.56,,O Vel
47723,145.9329,14.0217,5.36,,ψ Leo
47758,146.0504,-27.7695,4.78,,θ Ant
47854,146.3117,-62.5079,3.69,,l Car
47908,146.4628,23.7743,2.97,Algenubi,ε Leo
47943,146.5419,6.7086,5.8,,
47956,146.586,-76.7761,5.43,,ν Cha
47959,146.5972,11.81,5.67,,18 Leo
47960,146.5984,1.7856,5.65,,
47963,146.6265,-44.7551,5.58,,
47965,146.6319,57.1281,5.09,,44 UMa
48002,146.7755,-65.072,2.92,,υ Car
48113,147.1474,46.021,5.08,,15 LMi
48191,147.367,-37.1868,5.95,,
48224,147.4881,-45.7327,5.09,,u Vel
48287,147.6747,-46.9339,5.72,,
48310,147.7316,-62.7451,5.56,,
48319,147.7473,59.0387,3.78,,υ UMa
48339,147.8003,-59.4258,5.79,,
48348,147.8322,-46.1939,5.62,,
48356,147.8696,-14.8466,4.11,Zhang,υ1 Hya
48374,147.9194,-46.5476,4.58,,m Vel
48390,147.971,24.3954,5.29,,g Leo
48402,148.0265,54.0643,4.55,,φ UMa
48437,148.1268,-8.105,5.07,,γ Sex
48455,148.1909,26.007,3.88,Rasalas,μ Leo
48519,148.4289,5.9586,5.9,,
48527,148.4587,-51.1467,5.95,,V0335 Vel
48559,148.5513,-25.9323,4.87,,
48561,148.5736,-45.2835,5.72,,
48613,148.7135,-50.244,5.71,,
48615,148.7175,-19.0094,4.94,Felis,
48682,148.9292,49.8198,5.27,,31 UMa
48734,149.1082,8.9332,5.85,,
48748,149.1479,-33.4185,5.83,,
48774,149.2156,-54.5678,3.52,,φ Vel
48802,149.3067,57.4182,5.97,,
48833,149.4211,41.0556,5.11,,19 LMi
48883,149.5557,12.4448,5.26,,ν Leo
48893,149.5949,72.8795,5.86,,
48926,149.7178,-35.891,5.23,,η Ant
48982,149.9009,29.6452,5.75,,
49005,149.9654,56.8118,5.5,,
49029,150.0534,8.0442,4.68,,π Leo
49065,150.1825,-82.2147,5.53,,μ Cha
49081,150.2527,31.9237,5.37,,20 LMi
49164,150.5004,-60.4209,5.93,,
49220,150.704,21.9493,5.68,,
49339,151.0873,-24.2855,5.7,,
49363,151.1513,53.8917,5.71,,
49402,151.2811,-13.0646,4.6,,υ2 Hya
49485,151.5467,-47.37,5.06,,
49569,151.7896,-17.1417,5.59,,
49583,151.8331,16.7627,3.48,Al Jabhah,η Leo
49593,151.8573,35.2447,4.49,,21 LMi
49637,151.9761,9.9975,4.39,,A Leo
49641,151.9845,-0.3716,4.48,,α Sex
49669,152.093,11.9672,1.36,Regulus,α Leo
49698,152.1781,-65.8154,5.26,,
49712,152.2343,-51.8113,4.85,,Q Vel
49764,152.3757,-68.6828,5.8,,
49809,152.5245,-12.8159,5.3,,
49812,152.5314,-8.4082,5.91,,17 Sex
49841,152.647,-12.3541,3.61,,λ Hya
49844,152.6572,-41.7152,5.98,,
49865,152.7328,-8.4185,5.64,,18 Sex
49893,152.8032,37.4019,5.86,,
49934,152.9436,-58.0605,5.7,,QY Car
50027,153.2015,4.6147,5.77,,19 Sex
50070,153.3452,-51.233,5.27,,LW Vel
50078,153.3666,-51.7558,5.78,,
50083,153.3776,-66.3728,5.15,,M Car
50099,153.4342,-70.0379,3.29,,ω Car
50103,153.4413,-40.3461,5.91,,
50191,153.684,-42.1219,3.85,,q Vel
50241,153.8815,-43.1124,5.59,,
50303,154.0601,29.3105,5.49,,23 LMi
50319,154.1345,23.5031,5.95,,35 Leo
50333,154.1697,13.7283,5.42,,37 Leo
50335,154.1726,23.4173,3.43,Adhafera,ζ Leo
50336,154.174,25.3707,5.84,,
50371,154.2707,-61.3323,3.39,,q Car
50372,154.2741,42.9144,3.45,Tania Borealis,λ UMa
50384,154.3106,23.1062,5.81,,39 Leo
50414,154.4075,-8.0689,5.25,,ε Sex
50448,154.5084,65.1084,5.74,,32 UMa
50456,154.5316,-28.992,5.52,,AG Ant
50480,154.6177,-41.6685,5.97,,
50493,154.658,-56.1104,5.8,,
50520,154.7711,-64.6763,5.66,,
50546,154.8616,48.3968,6,,
50555,154.9031,-55.0293,4.59,,GZ Vel
50564,154.934,19.4709,4.78,,40 Leo
50583,154.9931,19.8415,2.01,Algieba,γ1 Leo
50609,155.0696,-47.6991,5.66,,
50676,155.2283,-56.0432,4.5,,J Vel
50685,155.2639,68.7477,5.88,,EN UMa
50786,155.544,41.2295,5.73,,
50799,155.5816,-41.65,4.82,,r Vel
50801,155.5823,41.4995,3.06,Tania Australis,μ UMa
50847,155.7423,-66.9015,4.97,,L Car
50860,155.7764,33.9081,5.89,,27 LMi
50885,155.8603,-4.074,5.93,,25 Sex
50888,155.8721,-38.0098,5.34,,
50933,156.0327,65.5664,4.94,,ET UMa
50935,156.0358,33.7185,5.52,,28 LMi
50954,156.0988,-74.0316,3.99,,I Car
50993,156.2476,-58.5763,5.93,,
51008,156.3133,8.7848,5.61,,44 Leo
51046,156.4345,-7.0598,5.6,,
51056,156.4784,33.7961,4.72,,30 LMi
51069,156.5226,-16.8363,3.83,,μ Hya
51140,156.7038,-54.8773,5.58,,
51172,156.7879,-31.0678,4.28,,α Ant
51192,156.852,-57.6388,4.65,,P Car
51194,156.8553,-65.7047,6,,
51200,156.8668,41.601,6,,
51232,156.9697,-58.7394,3.81,,s Car
51233,156.9708,36.7072,4.2,,β LMi
51313,157.2191,-64.1723,5.27,,
51362,157.3696,-2.7391,5.19,,δ Sex
51364,157.3707,-29.6638,5.58,,
51376,157.3974,-30.6071,5.57,,δ Ant
51384,157.4228,84.252,5.52,,
51420,157.5269,38.9251,5.79,,32 LMi
51437,157.5728,-0.637,5.08,,β Sex
51438,157.5839,-71.9928,4.72,,K Car
51459,157.6566,55.9805,4.82,,36 UMa
51491,157.7493,-13.5885,5.59,,
51495,157.7586,-73.2215,4.94,,
51502,157.7694,82.5586,5.25,,
51523,157.8409,-53.7155,4.89,,
51556,157.9641,32.3796,5.9,,33 LMi
51561,157.9893,-45.0667,5.76,,s Vel
51576,158.0061,-61.6853,3.3,,p Car
51585,158.0491,14.1373,5.43,,46 Leo
51610,158.14,-44.6185,5.91,,
51623,158.1992,-58.6667,5.98,,
51624,158.2028,9.3066,3.84,,ρ Leo
51635,158.2369,-47.0034,5.02,,t Vel
51658,158.3079,40.4256,4.72,,
51685,158.3788,34.9887,5.57,,34 LMi
51718,158.5037,-23.7452,5.08,,44 Hya
51775,158.7001,6.9537,5.07,,48 Leo
51802,158.759,8.6504,5.67,,49 Leo
51808,158.7728,75.7129,4.86,,
51814,158.7904,57.0826,5.16,,37 UMa
51821,158.8035,-39.5626,5.5,,
51839,158.8671,-78.6078,4.11,,γ Cha
51849,158.8971,-57.5576,4.45,,r Car
51912,159.0855,-59.5644,5.08,,t1 Car
51933,159.1349,-12.2301,5.71,,
51979,159.3072,-27.4126,4.87,,
51986,159.3256,-48.2256,3.84,,p Vel
52004,159.3628,-58.7333,5.47,,V0370 Car
52009,159.3886,-13.3845,4.89,,U Hya
52043,159.511,-57.2563,5.89,,V0514 Car
52085,159.6456,-16.8766,4.91,,φ Hya
52098,159.6801,31.9762,4.68,,37 LMi
52102,159.6875,-59.183,4.69,,t2 Car
52127,159.7484,-58.8169,5.96,,
52136,159.7736,53.6683,5.55,,
52139,159.7818,37.91,5.84,,38 LMi
52154,159.8266,-55.6033,4.29,,x Vel
52221,160.0477,-65.1002,5.51,,V0364 Car
52338,160.4511,68.4435,5.74,,
52340,160.4647,-79.7833,5.97,,DR Cha
52353,160.4856,65.7163,5.12,,38 UMa
52370,160.5588,-64.4664,4.76,,V0518 Car
52405,160.669,-59.2158,5.36,,V0519 Car
52407,160.6799,-32.7157,5.63,,
52419,160.7392,-64.3945,2.74,,θ Car
52422,160.7578,26.3256,5.51,,40 LMi
52425,160.7668,69.0762,5.01,,
52452,160.8372,4.7477,5.77,,35 Sex
52457,160.854,23.1884,5.08,,41 LMi
52468,160.8845,-60.5666,4.58,,w Car
52469,160.887,46.2039,5.18,,
52478,160.9306,57.1992,5.79,,39 UMa
52487,160.9633,-64.249,5.74,,
52502,161.0288,-63.9611,4.8,,
52577,161.2668,67.4114,5.95,,VY UMa
52595,161.318,-80.4696,5.46,,δ1 Cha
52633,161.4458,-80.5402,4.45,,δ2 Cha
52638,161.4662,30.6823,5.36,,42 LMi
52678,161.569,-64.5146,5.33,,
52686,161.6023,18.8915,5.5,,m Leo
52689,161.6053,14.1946,5.49,,k Leo
52701,161.6233,-64.2632,5.23,,
52727,161.6924,-49.4203,2.69,,μ Vel
52736,161.7134,-64.3835,4.87,,
52737,161.7169,-17.2969,5.44,,b1 Hya
52742,161.7395,-56.7572,5.14,,
52827,162.0225,-59.9192,5.98,,V0522 Car
52841,162.0588,-31.6879,5.87,,
52863,162.169,-1.9589,5.92,,
52911,162.3143,10.5452,5.32,,l Leo
52922,162.3518,-59.3238,5.85,,
52943,162.4062,-16.1936,3.11,,ν Hya
52948,162.4312,-9.8527,5.85,,
52965,162.4876,-34.0582,5.61,,
52980,162.5752,-8.8978,5.8,,41 Sex
53035,162.7725,-3.0927,5.95,,
53043,162.7959,56.5823,5.66,,43 UMa
53064,162.8488,59.3201,5.57,,42 UMa
53154,163.1285,-57.2404,5.26,,V0524 Car
53229,163.3279,34.2149,3.79,Praecipua,46 LMi
53252,163.373,-20.1387,5.23,,b3 Hya
53253,163.3736,-58.8532,3.78,,u Car
53257,163.3779,69.8539,5.91,,
53261,163.3935,54.5851,5.12,,44 UMa
53272,163.4253,-70.7203,5.99,,
53273,163.4321,-2.1292,5.45,,p1 Leo
53295,163.4948,43.19,4.66,,ω UMa
53316,163.5741,-13.758,5.65,,
53334,163.6233,-61.8266,5.95,,
53377,163.7424,34.0348,5.73,,47 LMi
53394,163.8218,-60.517,5.93,,T Car
53417,163.9033,24.7497,4.3,,54 Leo
53423,163.9267,0.7369,5.91,,55 Leo
53426,163.9349,33.5069,5.02,,46 UMa
53449,164.0061,6.1854,5.91,,56 Leo
53502,164.1794,-37.1378,4.6,,ι Ant
53530,164.2827,-50.765,5.9,,IW Vel
53699,164.8073,-33.7376,5.7,,
53721,164.8666,40.4303,5.03,Chalawan,47 UMa
53723,164.8789,-16.3537,5.88,,
53726,164.8866,36.0931,5.99,,
53740,164.9436,-18.2988,4.08,Alkes,α Crt
53762,164.9974,-43.8071,5.81,,
53773,165.0386,-42.2259,4.37,,i Vel
53778,165.0487,-14.0834,5.86,,
53781,165.0613,45.5263,5.47,,
53807,165.1402,3.6175,4.84,,d Leo
53824,165.1867,6.1014,4.98,,c Leo
53838,165.2101,39.2121,5.06,,49 UMa
53907,165.457,-2.4846,4.73,,p2 Leo
53910,165.4603,56.3824,2.34,Merak,β UMa
53954,165.5824,20.1798,4.42,,b Leo
54029,165.812,-11.3035,5.51,,
54049,165.9025,-0.0008,5.95,,p3 Leo
54061,165.932,61.751,1.81,Dubhe,α UMa
54137,166.13,-47.6791,5.67,,
54173,166.2258,-35.8047,5.43,,
54182,166.2543,7.336,4.62,,χ Leo
54204,166.3329,-27.2936,4.92,,χ1 Hya
54255,166.4899,-27.2879,5.69,,χ2 Hya
54301,166.6351,-62.4241,4.62,,z Car
54327,166.7079,-70.8779,5.58,,
54336,166.7259,1.9555,5.52,,p4 Leo
54360,166.8195,-42.6387,5.15,,V0815 Cen
54461,167.1417,-61.9472,5.11,,z2 Car
